"","publisher","id","owners","name","release_date","categories","price","user_rating","expert_rating","game_mode","d_publisher"
"1161","Warhorse Studios;Deep Silver",379430,3800000,"Kingdom Come: Deliverance",2018,"Single-player",29.99,0.76,0.76,1,1
"1162","Warner Bros Interactive Entertainment",863550,7400000,"HITMAN™ 2",2018,"Single-player Online Multi-Player",44.99,0.86,0.82,0,1
"1163","Warner Bros. Interactive Entertainment",209000,5300000,"Batman™: Arkham Origins",2013,"Single-player",0,0.85,0.74,1,1
"1164","Warner Bros. Interactive Entertainment",307780,3700000,"Mortal Kombat X",2015,"Single-player Multi-player",15.99,0.75,0.84,0,1
"1165","Warner Bros. Interactive Entertainment",213330,1600000,"LEGO® Batman™ 2: DC Super Heroes",2012,"Single-player",14.99,0.88,0.81,1,1
"1166","Warner Bros. Interactive Entertainment",249870,9e+05,"Scribblenauts Unmasked: A DC Comics Adventure",2013,"Single-player",14.99,0.82,0.68,1,1
"1167","Warner Bros. Interactive Entertainment",16450,4500000,"F.E.A.R. 2: Project Origin",2009,"Single-player Multi-player",9.99,0.87,0.79,0,1
"1168","Warner Bros. Interactive Entertainment",21100,4900000,"F.E.A.R. 3",2011,"Single-player Multi-player",12.99,0.72,0.74,0,1
"1169","Warner Bros. Interactive Entertainment",218680,4600000,"Scribblenauts Unlimited",2013,"Single-player",14.99,0.92,0.75,1,1
"1170","Warner Bros. Interactive Entertainment",21130,1700000,"LEGO® Harry Potter: Years 1-4",2010,"Single-player",9.99,0.78,0.79,1,1
"1171","Warner Bros. Interactive Entertainment",242700,7800000,"Injustice: Gods Among Us Ultimate Edition",2013,"Single-player Multi-player",14.99,0.86,0.79,0,1
"1172","Warner Bros. Interactive Entertainment",21000,1800000,"LEGO® Batman™: The Videogame",2008,"Single-player",14.99,0.81,0.8,1,1
"1173","Warner Bros. Interactive Entertainment",21090,4e+06,"F.E.A.R.",2010,"Single-player",35.96,0.94,0.88,1,1
"1174","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",249130,2e+06,"LEGO® Marvel™ Super Heroes",2013,"Single-player",14.99,0.93,0.78,1,1
"1175","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",352400,1e+06,"LEGO® Jurassic World",2015,"Single-player",15.99,0.86,0.72,1,1
"1176","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",35140,6500000,"Batman: Arkham Asylum Game of the Year Edition",2010,"Single-player",14.99,0.96,0.91,1,1
"1177","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",200260,6900000,"Batman: Arkham City - Game of the Year Edition",2012,"Single-player",14.99,0.95,0.91,1,1
"1178","Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)",234140,5400000,"Mad Max",2015,"Single-player",15.99,0.9,0.73,1,1
"1179","WayForward",253840,430000,"Shantae: Half-Genie Hero",2016,"Single-player",14.99,0.91,0.76,1,0
"1180","WB Games",627270,1100000,"Injustice™ 2",2017,"Single-player Multi-player Online Multi-Player Local Multi-Player",39.99,0.8,0.86,0,1
"1181","WeirdBeard",437920,1900000,"Tricky Towers",2016,"Single-player Multi-player Online Multi-Player Local Multi-Player",11.99,0.9,0.8,0,0
"1182","Witch Beam",250110,910000,"Assault Android Cactus",2015,"Single-player Local",10.99,0.95,0.79,0,0
"1183","Wizards of the Coast",255420,540000,"Magic 2015 - Duels of the Planeswalkers",2014,"Single-player Multi-player",6.99,0.44,0.6,0,1
"1184","Wizards of the Coast LLC",97330,570000,"Magic: The Gathering - Duels of the Planeswalkers 2013",2012,"Single-player Multi-player",6.99,0.88,0.77,0,1
"1185","WOLCEN Studio",424370,830000,"Wolcen: Lords of Mayhem",2016,"Single-player Multi-player Online Multi-Player",27.99,0.68,0.6,0,0
"1186","Wube Software LTD.",427520,3200000,"Factorio",2016,"Single-player Multi-player Online Multi-Player Local Multi-Player  Multiplayer",21,0.99,0.91,0,1
"1187","X.D. Network Inc.",553640,910000,"ICEY",2016,"Single-player",8.99,0.91,0.84,1,1
"1188","Xaviant Games",261760,2400000,"Lichdom: Battlemage",2014,"Single-player",7.19,0.57,0.69,1,0
"1189","XSEED Games",207350,1100000,"Ys Origin",2012,"Single-player",12.99,0.95,0.76,1,0
"1190","XSEED Games;Marvelous USA, Inc.",538680,3e+05,"The Legend of Heroes: Trails of Cold Steel",2017,"Single-player",29.99,0.96,0.8,1,1
"1191","XSEED Games;Marvelous USA, Inc.",251150,1200000,"The Legend of Heroes: Trails in the Sky",2014,"Single-player",12.99,0.91,0.85,1,1
"1192","XSEED Games;Marvelous USA, Inc.;Marvelous",502800,340000,"SENRAN KAGURA ESTIVAL VERSUS",2017,"Single-player Multi-player",24.99,0.96,0.71,0,1
"1193","XSEED Games;Marvelous USA, Inc.;Marvelous",411830,430000,"SENRAN KAGURA SHINOVI VERSUS",2016,"Single-player Multi-player",14.99,0.95,0.7,0,1
"1194","Yacht Club Games",250760,1400000,"Shovel Knight: Treasure Trove",2014,"Single-player Local",18.99,0.97,0.85,0,0
"1195","Young Horses",224480,2500000,"Octodad: Dadliest Catch",2014,"Single-player",11.99,0.93,0.69,1,0
"1196","Ysbryd Games;AGM PLAYISM",447530,1400000,"VA-11 Hall-A: Cyberpunk Bartender Action",2016,"Single-player",10.99,0.98,0.77,1,0
"1197","Zachtronics",558990,1400000,"Opus Magnum",2017,"Single-player",15.49,0.98,0.9,1,0
"1198","Zachtronics",92800,4200000,"SpaceChem",2011,"Single-player",6.99,0.92,0.84,1,0
"1199","ZackBellGames",385710,1500000,"INK",2015,"Single-player",3.99,0.83,0.68,1,0
"1200","Zadbox Entertainment",512790,210000,"Quern - Undying Thoughts",2016,"Single-player",18.99,0.92,0.83,1,0
"1201","Zeboyd Games",107310,2800000,"Cthulhu Saves the World",2011,"Single-player",0,0.93,0.78,1,0
"1202","Zen Studios",241410,1100000,"CastleStorm",2013,"Single-player Multi-player",6.99,0.9,0.73,0,0
"1203","Zombie Studios",230840,310000,"Daylight",2014,"Single-player",6.99,0.5,0.51,1,0
