"","publisher","id","owners","name","release_date","categories","price","user_rating","expert_rating","game_mode","d_publisher"
"464","Focus Home Interactive",276810,1400000,"Mordheim: City of the Damned",2015,"Single-player Multi-player",29.99,0.69,0.74,0,1
"465","Focus Home Interactive",313010,4e+05,"Cities XXL",2015,"",7.49,0.31,0.47,0,1
"466","Focus Home Interactive",581320,2500000,"Insurgency: Sandstorm",2018,"Multi-player Online Multi-Player",25.99,0.77,0.78,0,1
"467","Focus Home Interactive",275670,1200000,"Space Run",2014,"Single-player",10.99,0.86,0.73,1,1
"468","Focus Home Interactive",787860,920000,"Farming Simulator 19",2018,"Single-player Multi-player   Multiplayer",29.99,0.77,0.73,0,1
"469","Freebird Games",206440,4300000,"To the Moon",2012,"Single-player",6.99,0.97,0.81,1,0
"470","Freebird Games",337340,1800000,"Finding Paradise",2017,"Single-player",6.99,0.98,0.81,1,0
"471","Freebird Games",327410,2200000,"A Bird Story",2014,"Single-player",2.79,0.84,0.66,1,0
"472","Frictional Games",22180,2200000,"Penumbra Overture",2009,"Single-player",0,0.91,0.73,1,0
"473","Frictional Games",239200,8300000,"Amnesia: A Machine for Pigs",2013,"Single-player",14.99,0.67,0.72,1,0
"474","Frictional Games",282140,3200000,"SOMA",2015,"Single-player",22.99,0.96,0.84,1,0
"475","Frictional Games",22120,1800000,"Penumbra: Black Plague Gold Edition",2009,"Single-player",0,0.95,0.78,1,0
"476","Frictional Games",57300,11500000,"Amnesia: The Dark Descent",2010,"Single-player",14.99,0.94,0.85,1,0
"477","Frogwares",205650,1400000,"The Testament of Sherlock Holmes",2012,"Single-player",14.99,0.83,0.73,1,0
"478","FromSoftware, Inc.;BANDAI NAMCO Entertainment",374320,7300000,"DARK SOULS™ III",2016,"Single-player Multi-player",39.99,0.91,0.89,0,1
"479","Frontier Developments",493340,4200000,"Planet Coaster",2016,"Single-player",29.99,0.89,0.84,1,1
"480","Frontier Developments",648350,7300000,"Jurassic World Evolution",2018,"Single-player",34.99,0.71,0.69,1,1
"481","Frontier Developments",359320,7200000,"Elite Dangerous",2015,"Single-player Multi-player",19.99,0.7,0.8,0,1
"482","Frozen District;PlayWay S.A.",613100,1700000,"House Flipper",2018,"Single-player",15.49,0.8,0.68,1,1
"483","Frozenbyte",2500,2600000,"Shadowgrounds",2006,"Single-player",3.99,0.8,0.74,1,0
"484","Frozenbyte",35720,6200000,"Trine 2: Complete Story",2013,"Single-player Multi-player    Multiplayer",13.99,0.96,0.84,0,0
"485","Frozenbyte",35700,4500000,"Trine Enchanted Edition",2009,"Single-player Multi-player",9.99,0.96,0.8,0,0
"486","Full Control",242570,730000,"Space Hulk",2013,"Single-player Multi-player  Multiplayer",18.99,0.7,0.58,0,0
"487","Fullbright",232430,2100000,"Gone Home",2013,"Single-player",10.99,0.77,0.86,1,0
"488","Fullbright",343860,2e+06,"Tacoma",2017,"Single-player",14.99,0.85,0.76,1,0
"489","Funbox Media Ltd",283290,3500000,"Nosferatu: The Wrath of Malachi",2014,"Single-player",2.09,0.86,0.7,1,0
"490","Funcom",215280,2100000,"Secret World Legends",2017,"Multi-player Online Multi-Player",0,0.68,0.76,0,0
"491","Funcom",760060,1800000,"Mutant Year Zero: Road to Eden",2018,"Single-player",29.99,0.88,0.78,1,0
"492","Funcom",6310,1100000,"The Longest Journey",2007,"Single-player",5.99,0.92,0.91,1,0
"493","Funcom",440900,3500000,"Conan Exiles",2018,"Single-player Multi-player Online Multi-Player",33.99,0.7,0.68,0,0
"494","Funcom",480430,1700000,"Hide and Shriek",2017,"Online Multi-Player",0,0.8,0.68,0,0
"495","Gaijin Entertainment",236390,11700000,"War Thunder",2013,"Single-player    Multiplayer",0,0.79,0.81,0,0
"496","Gaijin Entertainment",212070,2700000,"Star Conflict",2013,"Multi-player",0,0.76,0.75,0,0
"497","Gaijin Entertainment Corporation",208670,2e+06,"Blades of Time",2012,"Single-player Multi-player",6.99,0.8,0.63,0,0
"498","Gaijin Games",218060,2500000,"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien",2013,"Single-player",10.99,0.92,0.85,1,0
"499","Galactic Cafe",221910,5400000,"The Stanley Parable",2013,"Single-player",9.99,0.92,0.88,1,0
"500","GalaxyTrail",248310,1900000,"Freedom Planet",2014,"Single-player",10.99,0.96,0.83,1,0
"501","Game-Labs",306660,1300000,"Ultimate General: Gettysburg",2014,"Single-player Multi-player  Multiplayer",10.99,0.82,0.84,0,0
"502","Game Grumps",654880,760000,"Dream Daddy: A Dad Dating Simulator",2017,"Single-player",10.99,0.89,0.72,1,0
"503","Games Operators;PlayWay S.A.",503560,2500000,"911 Operator",2017,"Single-player",10.99,0.84,0.68,1,1
"504","Gamious",361280,1700000,"Turmoil",2016,"Single-player",6.99,0.9,0.73,1,0
"505","Gaslamp Games, Inc.",98800,2200000,"Dungeons of Dredmor",2011,"Single-player",3.49,0.94,0.79,1,0
"506","Gearbox Publishing",501590,1200000,"Bulletstorm: Full Clip Edition",2017,"Single-player",29.99,0.83,0.76,1,1
"507","Gearbox Publishing",320240,920000,"We Happy Few",2018,"Single-player",44.99,0.7,0.62,1,1
"508","Gearbox Publishing",281610,750000,"Homeworld: Deserts of Kharak",2016,"Single-player Multi-player",29.99,0.79,0.79,0,1
"509","Gearbox Publishing",632360,4900000,"Risk of Rain 2",2019,"Single-player Online Multi-Player",14.99,0.95,0.85,0,1
"510","Gearbox Publishing;Aspyr (Mac)",244160,1800000,"Homeworld Remastered Collection",2015,"Single-player Multi-player",26.99,0.87,0.86,0,1
"511","Gears for Breakfast",253230,3100000,"A Hat in Time",2017,"Single-player Local",22.99,0.98,0.79,0,0
"512","Giants Software",313160,850000,"Farming Simulator 15",2014,"Single-player Multi-player   Multiplayer",15.49,0.91,0.64,0,0
"513","Goldhawk Interactive",223830,1100000,"Xenonauts",2014,"Single-player",18.99,0.88,0.77,1,0
"514","Good Shepherd Entertainment",446800,5e+05,"Transport Fever",2016,"Single-player",26.99,0.78,0.71,1,0
"515","Good Shepherd Entertainment",98400,3800000,"Hard Reset Extended Edition",2012,"Single-player",9.99,0.83,0.73,1,0
"516","Good Shepherd Entertainment",416680,1900000,"Zombie Night Terror",2016,"Single-player",9.99,0.93,0.81,1,0
"517","Good Shepherd Entertainment",304730,390000,"Train Fever",2014,"Single-player",14.99,0.63,0.67,1,0
"518","Good Shepherd Entertainment",559100,1900000,"Phantom Doctrine",2018,"Single-player Online Multi-Player",30.99,0.74,0.73,0,0
"519","Good Shepherd Entertainment",307670,1300000,"Hard West",2015,"Single-player",14.99,0.78,0.73,1,0
"520","Good Shepherd Entertainment",512250,1400000,"Oh...Sir!! The Insult Simulator",2016,"Single-player Multi-player   Multiplayer",1.59,0.91,0.64,0,0
"521","Greenheart Games",239820,3300000,"Game Dev Tycoon",2013,"Single-player",6.99,0.95,0.68,1,0
"522","Grey Box",290790,2300000,"Grey Goo",2015,"Single-player Multi-player",22.99,0.68,0.77,0,0
"523","Grey Box;Six Foot",493200,1300000,"RiME",2017,"Single-player",29.99,0.9,0.78,1,0
"524","Grey Havens, LLC",99900,4300000,"Spiral Knights",2011,"Single-player Multi-player",0,0.83,0.64,0,0
"525","Grinding Gear Games",238960,11500000,"Path of Exile",2013,"Single-player Multi-player Online Multi-Player",0,0.92,0.86,0,1
"526","GSC Game World",41700,3600000,"S.T.A.L.K.E.R.: Call of Pripyat",2010,"Single-player Multi-player",12.99,0.96,0.8,0,0
"527","GSC Game World",4500,4e+06,"S.T.A.L.K.E.R.: Shadow of Chernobyl",2007,"Single-player Multi-player",9.99,0.95,0.82,0,0
"528","GSC World Publishing",4850,590000,"Cossacks: Back to War",2010,"Single-player Multi-player",3.99,0.88,0.6,0,0
"529","GSC World Publishing",20510,3600000,"S.T.A.L.K.E.R.: Clear Sky",2008,"Single-player Multi-player",7.99,0.86,0.75,0,0
"530","Gun Media",438740,2600000,"Friday the 13th: The Game",2017,"Multi-player",15.49,0.7,0.61,0,0
"531","Hammerfall Publishing",322910,740000,"Warhammer 40,000: Regicide",2015,"Single-player Multi-player Online Multi-Player Local Multi-Player   Multiplayer",7.19,0.71,0.72,0,0
"532","Hanako Games",251990,1400000,"Long Live The Queen",2013,"Single-player",6.99,0.95,0.67,1,0
"533","HandyGames;Black Forest Games",223220,3e+06,"Giana Sisters: Twisted Dreams",2012,"Single-player Multi-player",10.99,0.79,0.77,0,0
"534","Headup;Whisper Games",684410,1100000,"Bridge Constructor Portal",2017,"Single-player",7.19,0.9,0.77,1,0
"535","Heart Machine",257850,2200000,"Hyper Light Drifter",2016,"Single-player Local Multi-Player Local",14.99,0.94,0.84,0,0
"536","Hello Games",275850,4700000,"No Man's Sky",2016,"Single-player Multi-player Online Multi-Player",39.99,0.53,0.61,0,0
"537","Hempuli Oy",736260,1100000,"Baba Is You",2019,"Single-player",11.39,0.98,0.87,1,0
"538","HeroCraft",418180,1800000,"Tempest: Pirate Action RPG",2016,"Single-player Multi-player",14.99,0.71,0.6,0,0
"539","Hex Entertainment",410380,6e+05,"HEX: Shards of Fate",2016,"Single-player Multi-player Online Multi-Player",0,0.65,0.87,0,0
"540","Hi-Rez Studios",386360,9e+06,"SMITE®",2015,"Multi-player",0,0.8,0.83,0,1
"541","Hi-Rez Studios",17080,2900000,"Tribes: Ascend",2012,"Multi-player",0,0.79,0.86,0,1
"542","Hi-Rez Studios",444090,1.3e+07,"Paladins®",2018,"Multi-player Online Multi-Player",0,0.84,0.83,0,1
"543","Hidden Path Entertainment",18500,1800000,"Defense Grid: The Awakening",2008,"Single-player",6.99,0.97,0.81,1,0
"544","Holospark",415590,510000,"Earthfall",2018,"Single-player Multi-player Online Multi-Player",23.79,0.66,0.61,0,0
"545","Hopoo Games",394970,9e+05,"DEADBOLT",2016,"Single-player",6.99,0.95,0.76,1,0
"546","Housemarque",404540,1400000,"Nex Machina",2017,"Single-player Local",14.99,0.88,0.84,0,0
"547","Humble Bundle",751780,2900000,"Forager",2019,"Single-player",14.99,0.89,0.78,1,0
"548","Humble Bundle",718670,1800000,"Cultist Simulator",2018,"Single-player",14.99,0.75,0.71,1,0
"549","HypeTrain Digital",410110,2400000,"12 is Better Than 6",2015,"Single-player",6.99,0.85,0.74,1,0
"550","Ice-Pick Lodge",250380,1e+06,"Knock-knock",2013,"Single-player",6.99,0.88,0.57,1,0
"551","Ice Water Games",375950,1700000,"Viridi",2015,"Single-player",0,0.91,0.46,1,0
"552","Iceberg Interactive",252450,230000,"StarDrive 2",2015,"Single-player",22.99,0.56,0.7,1,0
"553","Iceberg Interactive",243800,1600000,"Gas Guzzlers Extreme",2013,"Single-player Multi-player",18.99,0.86,0.73,0,0
"554","Iceberg Interactive",236150,3500000,"Starpoint Gemini 2",2014,"Single-player",26.99,0.7,0.7,1,0
"555","Iceberg Interactive",17710,2200000,"Nuclear Dawn",2011,"Multi-player Online Multi-Player  Multiplayer",6.99,0.79,0.71,0,0
"556","id Software",2310,1700000,"QUAKE",2007,"Single-player Multi-player",3.99,0.95,0.94,0,1
"557","id Software",2300,2e+06,"DOOM II",2007,"Single-player Multi-player",3.99,0.93,0.83,0,1
"558","id Software",9050,1500000,"DOOM 3",2007,"Single-player Multi-player",0,0.88,0.87,0,1
"559","Idea Factory International",347830,1100000,"Fairy Fencer F",2015,"Single-player",15.49,0.91,0.66,1,0
"560","Idea Factory International, Inc.;IDEA FACTORY Co., Ltd.",282900,2e+06,"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1",2015,"Single-player",19.49,0.95,0.72,1,0
"561","Image & Form Games",322190,2300000,"SteamWorld Heist",2016,"Single-player",10.99,0.96,0.81,1,0
"562","Image & Form Games",571310,390000,"SteamWorld Dig 2",2017,"Single-player",14.99,0.96,0.85,1,0
"563","Image & Form Games",252410,2400000,"SteamWorld Dig",2013,"Single-player",6.99,0.93,0.76,1,0
"564","IMGN.PRO",343710,5500000,"Kholat",2015,"Single-player",14.99,0.69,0.64,1,0
"565","Indietopia Games",318230,990000,"Convoy",2015,"Single-player",9.99,0.79,0.72,1,0
"566","Infinitap Games",253330,1200000,"Neverending Nightmares",2014,"Single-player",10.99,0.74,0.68,1,0
"567","inkle Ltd",381780,1200000,"80 Days",2015,"Single-player",10.29,0.91,0.84,1,0
"568","INTI CREATES CO., LTD.",838310,430000,"Bloodstained: Curse of the Moon",2018,"Single-player",8.99,0.95,0.77,1,0
"569","Introversion Software",1510,2600000,"Uplink",2006,"Single-player",6.99,0.91,0.75,1,0
"570","Introversion Software",1520,2800000,"DEFCON",2006,"Single-player Multi-player",7.19,0.86,0.84,0,0
"571","Introversion Software",475190,1900000,"Scanner Sombre",2017,"Single-player",4.79,0.86,0.67,1,0
"572","inXile Entertainment",240760,2300000,"Wasteland 2: Director's Cut",2014,"Single-player",23.79,0.83,0.87,1,0
"573","inXile Entertainment",272270,840000,"Torment: Tides of Numenera",2017,"Single-player",34.99,0.69,0.81,1,0
"574","Io-Interactive A/S",6850,4100000,"Hitman 2: Silent Assassin",2007,"Single-player",8.29,0.85,0.87,1,1
"575","Io-Interactive A/S",6860,4100000,"Hitman: Blood Money",2007,"Single-player",9.29,0.94,0.82,1,1
"576","Io-Interactive A/S;Feral Interactive (Mac)",203140,6700000,"Hitman: Absolution™",2012,"Single-player",14.99,0.9,0.79,1,1
"577","IO Interactive A/S",6900,3400000,"Hitman: Codename 47",2007,"Single-player",7.19,0.72,0.73,1,1
"578","Iron Galaxy",244730,1800000,"Divekick",2013,"Single-player Multi-player",3.99,0.84,0.73,0,0
"579","Iron Tower Studio",230070,920000,"The Age of Decadence",2015,"Single-player",11.39,0.82,0.81,1,0
"580","Jesse Makkonen",395170,4600000,"DISTRAINT: Deluxe Edition",2015,"Single-player",3.99,0.94,0.76,1,0
"581","Jundroo, LLC",397340,2e+06,"SimplePlanes",2015,"Single-player",9.99,0.91,0.69,1,0
"582","Kakao Games Europe B.V.",582660,7700000,"Black Desert Online",2017,"Online Multi-Player",7.99,0.64,0.73,0,0
"583","Kalypso Media",492720,1300000,"Tropico 6",2019,"Single-player Online Multi-Player",39.99,0.85,0.78,0,0
"584","Kalypso Media Digital",310470,410000,"Grand Ages: Medieval",2015,"Single-player Multi-player",14.99,0.44,0.63,0,0
"585","Kalypso Media Digital",245620,2900000,"Tropico 5",2014,"Single-player Multi-player   Multiplayer",14.99,0.76,0.75,0,0
"586","Kalypso Media Digital",493900,2300000,"Dungeons 3",2017,"Single-player Multi-player   Multiplayer",29.99,0.94,0.75,0,0
"587","Kalypso Media Digital",217690,1300000,"Anna - Extended Edition",2013,"Single-player",7.99,0.64,0.75,1,0
"588","Kalypso Media Digital",6830,2300000,"Commandos 2: Men of Courage",2007,"Single-player Multi-player",3.99,0.85,0.87,0,0
"589","Kalypso Media Digital",262280,4700000,"Dungeons 2",2015,"Single-player Multi-player  Multiplayer",14.99,0.79,0.7,0,0
"590","Kalypso Media Digital",23490,4500000,"Tropico 3",2009,"Single-player",7.99,0.88,0.79,1,0
"591","Kalypso Media Digital",503940,1300000,"Railway Empire",2018,"Single-player",39.99,0.81,0.74,1,0
"592","Kalypso Media Digital",57690,6800000,"Tropico 4",2011,"Single-player",12.49,0.91,0.78,1,0
"593","Kasedo Games",423580,1800000,"Project Highrise",2016,"Single-player",14.99,0.81,0.73,1,0
"594","KillHouse Games",248610,2800000,"Door Kickers",2014,"Single-player    Multiplayer",14.99,0.94,0.83,0,0
"595","Killmonday Games AB",362680,1300000,"Fran Bow",2015,"Single-player",10.99,0.96,0.7,1,0
"596","Kitfox Games",320040,2300000,"Moon Hunters",2016,"Single-player Multi-player",11.39,0.77,0.62,0,0
"597","Klei Entertainment",322330,11600000,"Don't Starve Together",2016,"Single-player Multi-player   Multiplayer",10.99,0.96,0.83,0,0
"598","Klei Entertainment",243970,1800000,"Invisible, Inc.",2015,"Single-player",14.99,0.93,0.82,1,0
"599","Klei Entertainment",457140,2e+06,"Oxygen Not Included",2017,"Single-player",18.99,0.93,0.86,1,0
"600","Klei Entertainment",102840,2500000,"Shank 2",2012,"Single-player",7.19,0.82,0.72,1,0
"601","Klei Entertainment",6120,2200000,"Shank",2010,"Single-player",7.19,0.89,0.67,1,0
"602","KOEI TECMO GAMES CO., LTD.",278080,690000,"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝",2014,"Single-player",39.99,0.81,0.71,1,1
"603","KOEI TECMO GAMES CO., LTD.",838380,990000,"DEAD OR ALIVE 6",2019,"Single-player Multi-player Online Multi-Player Local Multi-Player",54.99,0.63,0.73,0,1
"604","KOEI TECMO GAMES CO., LTD.",485510,1400000,"Nioh: Complete Edition / 仁王 Complete Edition",2017,"Single-player Online Multi-Player",39.99,0.79,0.84,0,1
"605","KOEI TECMO GAMES CO., LTD.",551730,180000,"Toukiden 2",2017,"Single-player",49.99,0.8,0.73,1,1
"606","KOEI TECMO GAMES CO., LTD.",311730,1900000,"DEAD OR ALIVE 5 Last Round: Core Fighters",2015,"Single-player Multi-player",0,0.63,0.69,0,1
"607","KOEI TECMO GAMES CO., LTD.",527270,240000,"Atelier Sophie: The Alchemist of the Mysterious Book",2017,"Single-player",24.99,0.89,0.73,1,1
"608","Konami Digital Entertainment",311340,4800000,"METAL GEAR SOLID V: GROUND ZEROES",2014,"Single-player",16.99,0.82,0.8,1,1
"609","Konami Digital Entertainment",239250,1200000,"Castlevania: Lords of Shadow 2",2014,"Single-player",24.99,0.83,0.58,1,1
"610","Konami Digital Entertainment",287700,6100000,"METAL GEAR SOLID V: THE PHANTOM PAIN",2015,"Single-player Multi-player",24.99,0.89,0.91,0,1
"611","Konami Digital Entertainment",543900,360000,"METAL GEAR SURVIVE",2018,"Single-player Multi-player Online Multi-Player",34.99,0.64,0.54,0,1
"612","Konami Digital Entertainment",235460,2800000,"METAL GEAR RISING: REVENGEANCE",2014,"Single-player",19.99,0.92,0.83,1,1
"613","Krillbite Studio",250620,1800000,"Among the Sleep - Enhanced Edition",2014,"Single-player",13.49,0.87,0.66,1,0
"614","Kunos Simulazioni",244210,2700000,"Assetto Corsa",2014,"Single-player Online Multi-Player",15.49,0.87,0.85,0,0
"615","Kyle Seeley",523780,1400000,"Emily is Away Too",2017,"Single-player",3.99,0.93,0.81,1,0
"616","Larian Studios",373420,2800000,"Divinity: Original Sin - Enhanced Edition",2015,"Single-player Multi-player    Multiplayer",29.99,0.9,0.94,0,1
"617","Larian Studios",435150,3800000,"Divinity: Original Sin 2 - Definitive Edition",2017,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",29.99,0.95,0.93,0,1
"618","Larian Studios",214170,2100000,"Divine Divinity",2012,"Single-player",4.79,0.88,0.81,1,1
"619","Laura Shigihara",559210,1200000,"Rakuen",2017,"Single-player",6.99,0.97,0.84,1,0
"620","League of Geeks",290340,2300000,"Armello",2015,"Single-player Online Multi-Player",14.99,0.8,0.75,0,0
"621","Limasse Five",265690,1500000,"NaissanceE",2014,"Single-player",0,0.78,0.66,1,0
"622","Lince Works",280160,1500000,"Aragami",2016,"Single-player Multi-player Online Multi-Player    Multiplayer",14.99,0.89,0.71,0,0
"623","Little Orbit",113420,2400000,"Fallen Earth Free2Play",2012,"Multi-player",0,0.56,0.71,0,0
"624","Lo-Fi Games",233860,1300000,"Kenshi",2018,"Single-player",22.99,0.89,0.75,1,0
"625","Love Conquers All Games",209370,1100000,"Analogue: A Hate Story",2012,"Single-player",7.19,0.94,0.62,1,0
"626","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive",32430,2800000,"STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition",2009,"Single-player",15.49,0.62,0.65,1,1
"627","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive",6020,3600000,"STAR WARS™ Jedi Knight - Jedi Academy™",2009,"Single-player Online Multi-Player Local Multi-Player",7.19,0.95,0.81,0,1
"628","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive",6030,3e+06,"STAR WARS™ Jedi Knight II - Jedi Outcast™",2009,"Single-player Online Multi-Player Local Multi-Player",7.19,0.9,0.89,0,1
"629","LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)",208580,4100000,"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™",2012,"Single-player",7.19,0.89,0.85,1,1
"630","LucasArts;Lucasfilm;Disney Interactive",6000,2800000,"STAR WARS™ Republic Commando™",2009,"Single-player Multi-player Local Multi-Player",7.19,0.94,0.78,0,1
"631","LucasArts;Lucasfilm;Disney Interactive",32360,1400000,"The Secret of Monkey Island: Special Edition",2009,"Single-player",7.19,0.95,0.86,1,1
"632","LucasArts;Lucasfilm;Disney Interactive",32500,2400000,"STAR WARS™: The Force Unleashed™ II",2010,"Single-player",15.49,0.58,0.59,1,1
"633","LucasArts;Lucasfilm;Disney Interactive",32380,2500000,"STAR WARS™ Jedi Knight: Dark Forces II",2009,"Single-player Multi-player Local Multi-Player",4.79,0.71,0.91,0,1
"634","LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac)",32440,2100000,"LEGO® Star Wars™ - The Complete Saga",2009,"Single-player",15.49,0.92,0.77,1,1
"635","Lucasfilm;LucasArts;Disney Interactive",6060,5200000,"Star Wars: Battlefront 2 (Classic, 2005)",2009,"Single-player Multi-player Online Multi-Player",7.19,0.92,0.78,0,1
"636","Lucky Pause",244910,180000,"Homesick",2015,"Single-player",10.99,0.78,0.72,1,0
"637","Ludeon Studios",294100,2400000,"RimWorld",2018,"Single-player",27.79,0.98,0.87,1,0
"638","Ludosity",241320,1400000,"Ittle Dew",2013,"Single-player",7.19,0.93,0.67,1,0
"639","M2H",633460,1700000,"Tannenberg",2017,"Multi-player Online Multi-Player",15.49,0.83,0.69,0,0
"640","M2H",242860,3e+06,"Verdun",2015,"Multi-player Online Multi-Player  Multiplayer",15.49,0.83,0.7,0,0
"641","Madmind Studio",487720,890000,"Agony",2018,"Single-player",11.39,0.47,0.47,1,0
"642","Marvelous",214830,2200000,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy",2012,"Single-player Multi-player",6.99,0.87,0.75,0,1
"643","Marvelous;Autumn Games",245170,4500000,"Skullgirls",2013,"Single-player Multi-player",6.99,0.94,0.83,0,1
"644","Maschinen-Mensch",358130,590000,"Curious Expedition",2016,"Single-player",10.99,0.89,0.74,1,0
"645","Massive Damage, Inc.",371200,1300000,"Halcyon 6: Starbase Commander",2016,"Single-player",10.99,0.84,0.71,1,0
"646","Matt Makes Games Inc.",251470,1200000,"TowerFall Ascension",2014,"Single-player",10.99,0.94,0.87,1,0
"647","Matt Makes Games Inc.",504230,1300000,"Celeste",2018,"Single-player",14.99,0.97,0.88,1,0
"648","Mega Crit Games",646570,3500000,"Slay the Spire",2019,"Single-player",19.49,0.96,0.89,1,0
"649","Messhof",94400,2300000,"Nidhogg",2014,"Single-player Multi-player",6.99,0.88,0.81,0,0
"650","Metanet Software Inc.",230270,1100000,"N++ (NPLUSPLUS)",2016,"Single-player Local Multi-Player Local",10.99,0.95,0.9,0,0
"651","Mi'pu'mi Games GmbH",437160,1300000,"The Lion's Song: Episode 1 - Silence",2016,"Single-player",0,0.94,0.77,1,0
"652","Microids",46500,4100000,"Syberia",2011,"Single-player",9.99,0.89,0.82,1,0
"653","Microids",46510,4e+06,"Syberia II",2011,"Single-player",9.99,0.85,0.8,1,0
"654","Microids",464340,1e+06,"Syberia 3",2017,"Single-player",23.79,0.49,0.51,1,0
"655","Microids Indie;Microids",351940,3e+06,"The Descendant",2016,"Single-player",0,0.87,0.59,1,0
"656","Microsoft Studios",221380,5400000,"Age of Empires II HD",2013,"Single-player Multi-player",14.99,0.94,0.68,0,1
"657","Microsoft Studios",211400,3600000,"Deadlight",2012,"Single-player",9.99,0.8,0.78,1,1
"658","Microsoft Studios",105450,3e+06,"Age of Empires® III: Complete Collection",2012,"Single-player Multi-player",29.99,0.88,0.81,0,1
"659","Microsoft Studios",387290,3200000,"Ori and the Blind Forest: Definitive Edition",2016,"Single-player",14.99,0.96,0.88,1,1
"660","Microsoft Studios",847370,9e+05,"Sunset Overdrive",2018,"Single-player",14.99,0.9,0.83,1,1
"661","Microsoft Studios",287450,1500000,"Rise of Nations: Extended Edition",2014,"Single-player Multi-player",14.99,0.92,0.89,0,1
"662","Microsoft Studios",266840,1800000,"Age of Mythology: Extended Edition",2014,"Single-player Multi-player",22.99,0.86,0.66,0,1
"663","Microsoft Studios",204030,1600000,"Fable - The Lost Chapters",2011,"Single-player",6.99,0.92,0.83,1,1
"664","Microsoft Studios",277430,1400000,"Halo: Spartan Assault",2014,"Single-player",1.99,0.8,0.7,1,1
"665","Microsoft Studios",474960,2900000,"Quantum Break",2016,"Single-player",29.99,0.84,0.66,1,1
"666","Microsoft Studios",98300,810000,"Toy Soldiers",2012,"Single-player",4.99,0.91,0.71,1,1
"667","MidBoss, LLC.;AGM PLAYISM",330820,1600000,"2064: Read Only Memories",2015,"Single-player",14.99,0.78,0.8,1,0
"668","Might and Delight",218740,3500000,"Pid",2012,"Single-player",6.99,0.85,0.63,1,0
"669","Might and Delight",244710,1700000,"Shelter",2013,"Single-player",6.99,0.85,0.69,1,0
"670","Might and Delight",275100,1900000,"Shelter 2",2015,"Single-player",10.99,0.83,0.58,1,0
"671","Milestone S.r.l.",477770,230000,"Ride 2",2016,"Single-player Multi-player Online Multi-Player",29.99,0.85,0.67,0,0
"672","Milkstone Studios",308420,1900000,"Ziggurat",2014,"Single-player",10.99,0.87,0.75,1,0
"673","MinMax Games Ltd.",107200,2400000,"Space Pirates and Zombies",2011,"Single-player",6.99,0.92,0.74,1,0
"674","Minor Key Games",252630,1600000,"Eldritch Reanimated",2013,"Single-player",9.99,0.88,0.77,1,0
"675","Minority Media",227080,2200000,"Papo & Yo",2013,"Single-player",10.99,0.94,0.7,1,0
"676","Missing Link Games",16720,1900000,"Velvet Assassin",2009,"Single-player",1.69,0.59,0.61,1,0
"677","Mixed Realms Pte Ltd",555880,460000,"Sairento VR",2018,"Single-player Multi-player Online Multi-Player",22.99,0.9,0.78,0,0
"678","Mixtvision",609320,420000,"FAR: Lone Sails",2018,"Single-player",11.39,0.93,0.8,1,0
"679","Mode 7",98200,2600000,"Frozen Synapse",2011,"Single-player Multi-player",18.99,0.82,0.85,0,0
"680","Monochrome, Inc",238430,4100000,"Contagion",2013,"Single-player Multi-player",6.99,0.72,0.62,0,0
"681","Monomi Park",433340,2800000,"Slime Rancher",2017,"Single-player",14.99,0.96,0.81,1,0
"682","Motion Twin",588650,2500000,"Dead Cells",2018,"Single-player",21.99,0.95,0.89,1,0
"683","MuHa Games",378720,410000,"Thea: The Awakening",2015,"Single-player",14.99,0.91,0.73,1,0
"684","Murudai",97000,1700000,"Solar 2",2011,"Single-player",6.99,0.91,0.72,1,0
"685","Muse Games",209080,9600000,"Guns of Icarus Online",2012,"Multi-player",3.99,0.91,0.64,0,0
"686","My.com",291480,8900000,"Warface",2014,"Multi-player Online Multi-Player",0,0.69,0.62,0,0
"687","Necrophone Games",250260,1600000,"Jazzpunk: Director's Cut",2014,"Single-player",10.99,0.91,0.75,1,0
"688","NeocoreGames",215530,3400000,"The Incredible Adventures of Van Helsing",2013,"Single-player Multi-player   Multiplayer",10.99,0.82,0.72,0,0
"689","NeocoreGames",272470,2300000,"The Incredible Adventures of Van Helsing II",2014,"Single-player Multi-player",10.99,0.67,0.77,0,0
"690","NeocoreGames",310510,1100000,"Deathtrap",2015,"Single-player Multi-player",14.99,0.81,0.77,0,0
"691","NeocoreGames",527430,5e+05,"Warhammer 40,000: Inquisitor - Martyr",2018,"Single-player Multi-player Online Multi-Player",33.99,0.64,0.67,0,0
