id,name,owners,numbers
311240,Zero Escape: Zero Time Dilemma,,
311290,SpellForce 3,,
311340,METAL GEAR SOLID V: GROUND ZEROES,,
311560,Assassin’s Creed® Rogue,,
311690,Enter the Gungeon,,
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,,
312450,Order of Battle: World War II,,
312520,Rain World,,
312530,Duck Game,,
312660,Sniper Elite 4,,
312670,Strange Brigade,,
313010,Cities XXL,,
313160,Farming Simulator 15,,
313630,The Solus Project,,
314410,Rampage Knights,,
314660,Oddworld: New 'n' Tasty,,
314710,Mighty No. 9,,
314790,Silence,,
316790,Grim Fandango Remastered,,
317820,Guild of Dungeoneering,,
318020,Act of Aggression - Reboot Edition,,
318230,Convoy,,
318600,The Flame in the Flood,,
319510,Five Nights at Freddy's,,
320040,Moon Hunters,,
320240,We Happy Few,,
320300,Car Mechanic Simulator 2015,,
322190,SteamWorld Heist,,
322330,Don't Starve Together,,
322500,SUPERHOT,,
322910,"Warhammer 40,000: Regicide",,
323060,Tharsis,,
323190,Frostpunk,,
323320,Grow Home,,
323380,The Magic Circle,,
323580,Jotun: Valhalla Edition,,
323850,Move or Die,,
324160,CLANNAD,,
324800,Shadow Warrior 2,,
325610,Total War: ATTILA,,
326160,Shroud of the Avatar: Forsaken Virtues,,
326410,Windward,,
327030,Worms W.M.D,,
327410,A Bird Story,,
327890,I am Bread,,
329490,Phantom Breaker: Battle Grounds,,
330820,2064: Read Only Memories,,
331480,Pinstripe,,
332200,Axiom Verge,,
332800,Five Nights at Freddy's 2,,
333930,Dirty Bomb®,,
335000,Tormentum - Dark Sorrow,,
335300,DARK SOULS™ II: Scholar of the First Sin,,
335670,LISA,,
337000,Deus Ex: Mankind Divided,,
337340,Finding Paradise,,
338390,The Technomancer,,
339200,Oceanhorn: Monster of Uncharted Seas,,
339230,ZOMBI,,
340170,FINAL FANTASY TYPE-0™ HD,,
341800,Keep Talking and Nobody Explodes,,
341940,Hatred,,
342180,Arizona Sunshine,,
343100,Overture,,
343710,Kholat,,
343860,Tacoma,,
344850,Big Pharma,,
345180,Victor Vran ARPG,,
346110,ARK: Survival Evolved,,
346940,Shadowrun: Hong Kong - Extended Edition,,
347830,Fairy Fencer F,,
350080,Wolfenstein: The Old Blood,,
350640,Sherlock Holmes: The Devil's Daughter,,
350740,The Bug Butcher,,
351920,Crazy Machines 3,,
351940,The Descendant,,
351970,Tales of Zestiria,,
352400,LEGO® Jurassic World,,
353640,Train Valley,,
353700,The Deadly Tower of Monsters,,
354140,Five Nights at Freddy's 3,,
355790,Styx: Shards of Darkness,,
356040,Sheltered,,
356400,Thumper,,
356570,Party Hard,,
358130,Curious Expedition,,
359320,Elite Dangerous,,
360170,How to Survive 2,,
360430,Mafia III,,
360740,Downwell,,
360830,Yooka-Laylee,,
361280,Turmoil,,
361300,Mother Russia Bleeds,,
362680,Fran Bow,,
362890,Black Mesa,,
362960,Tyranny,,
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,,
363600,Holy Potatoes! A Weapon Shop?!,,
363680,Battlefleet Gothic: Armada,,
364360,Total War: WARHAMMER,,
365160,Kona,,
365450,Hacknet,,
366320,Seasons after Fall,,
366910,The Long Journey Home,,
367450,Poly Bridge,,
367500,Dragon's Dogma: Dark Arisen,,
367520,Hollow Knight,,
368230,Kingdom: Classic,,
368370,Her Story,,
368500,Assassin's Creed® Syndicate,,
369070,Slain: Back from Hell,,
369990,"Gremlins, Inc.",,
370910,Kathy Rain,,
371200,Halcyon 6: Starbase Commander,,
371660,Far Cry® Primal,,
373420,Divinity: Original Sin - Enhanced Edition,,
374030,Virginia,,
374040,Portal Knights,,
374320,DARK SOULS™ III,,
375820,Human Resource Machine,,
375910,Anno 2205™,,
375950,Viridi,,
376300,GUILTY GEAR Xrd -SIGN-,,
377160,Fallout 4,,
377840,FINAL FANTASY IX,,
378540,The Surge,,
378720,Thea: The Awakening,,
378860,Project CARS 2,,
379430,Kingdom Come: Deliverance,,
379720,DOOM,,
381780,80 Days,,
382140,SKYHILL,,
383230,Dungeon Souls,,
383870,Firewatch,,
384190,ABZU,,
384630,Aviary Attorney,,
385710,INK,,
385730,WWE 2K16,,
385760,NBA 2K17,,
386360,SMITE®,,
386620,"Cook, Serve, Delicious! 2!!",,
387290,Ori and the Blind Forest: Definitive Edition,,
388090,Five Nights at Freddy's 4,,
388210,Day of the Tentacle Remastered,,
388880,Oxenfree,,
389730,TEKKEN 7,,
391040,F1 2016,,
391220,Rise of the Tomb Raider™,,
391540,Undertale,,
391720,Layers of Fear,,
391730,Crashlands,,
394230,Battleborn,,
394310,Punch Club,,
394360,Hearts of Iron IV,,
394510,HELLDIVERS™ A New Hell Edition,,
394760,Dead Effect 2,,
394970,DEADBOLT,,
395170,DISTRAINT: Deluxe Edition,,
396750,EVERSPACE™,,
397060,Faeria,,
397340,SimplePlanes,,
397950,Clustertruck,,
398850,Epistory - Typing Chronicles,,
400170,The Incredible Adventures of Van Helsing: Final Cut,,
400630,Wuppo,,
402570,Atlas Reactor,,
403640,Dishonored 2,,
403970,The Dwarves,,
404540,Nex Machina,,
404680,Hob,,
405640,Pony Island,,
405900,Disgaea PC / 魔界戦記ディスガイア PC,,
409710,BioShock™ Remastered,,
410110,12 is Better Than 6,,
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,,
410380,HEX: Shards of Fate,,
410900,Forts,,
411300,ELEX,,
411830,SENRAN KAGURA SHINOVI VERSUS,,
412830,STEINS;GATE,,
413150,Stardew Valley,,
413410,Danganronpa: Trigger Happy Havoc,,
413420,Danganronpa 2: Goodbye Despair,,
414340,Hellblade: Senua's Sacrifice,,
414700,Outlast 2,,
414740,RAID: World War II,,
415200,Motorsport Manager,,
415590,Earthfall,,
416600,Full Metal Furies,,
416680,Zombie Night Terror,,
417290,Ghost of a Tale,,
418180,Tempest: Pirate Action RPG,,
418240,Shadow Tactics: Blades of the Shogun,,
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,,
418460,Rising Storm 2: Vietnam,,
420530,OneShot,,
421020,DiRT 4,,
421050,Deponia Doomsday,,
421120,Samorost 3,,
422970,Devil Daggers,,
423230,Furi,,
423580,Project Highrise,,
424370,Wolcen: Lords of Mayhem,,
424840,Little Nightmares,,
426790,Grow Up,,
427290,Vampyr,,
427520,Factorio,,
428550,Momodora: Reverie Under The Moonlight,,
429660,Tales of Berseria™,,
429680,Spellweaver,,
433340,Slime Rancher,,
433850,Z1 Battle Royale,,
435120,Rusty Lake Hotel,,
435150,Divinity: Original Sin 2 - Definitive Edition,,
435400,Hidden Folks,,
435530,The Final Station,,
437160,The Lion's Song: Episode 1 - Silence,,
437920,Tricky Towers,,
438740,Friday the 13th: The Game,,
439190,Stories: The Path of Destinies,,
440900,Conan Exiles,,
444090,Paladins®,,
445980,Wizard of Legend,,
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),,
446800,Transport Fever,,
447020,Farming Simulator 17,,
447530,VA-11 Hall-A: Cyberpunk Bartender Action,,
447820,Day of Infamy,,
448280,Job Simulator,,
448510,Overcooked,,
449960,Book of Demons,,
451020,Battle Chasers: Nightwar,,
452570,Battle Chef Brigade Deluxe,,
453090,Parkitect,,
454650,DRAGON BALL XENOVERSE 2,,
455980,Judgment: Apocalypse Survival Simulation,,
456670,Hand of Fate 2,,
457140,Oxygen Not Included,,
460790,Bayonetta,,
460810,Vanquish,,
460920,Steep™,,
460950,Katana ZERO,,
461950,Beat Cop,,
462770,Pyre,,
464060,RUINER,,
464340,Syberia 3,,
464920,Surviving Mars,,
466300,Planescape: Torment: Enhanced Edition,,
466560,Northgard,,
468920,Ultimate Fishing Simulator,,
469820,Genital Jousting,,
470260,Event[0],,
473690,Absolver,,
474750,Reigns,,
474960,Quantum Break,,
475190,Scanner Sombre,,
475550,Beholder,,
477160,Human: Fall Flat,,
477770,Ride 2,,
480430,Hide and Shriek,,
485510,Nioh: Complete Edition / 仁王 Complete Edition,,
487720,Agony,,
489630,"Warhammer 40,000: Gladius - Relics of War",,
489830,The Elder Scrolls V: Skyrim Special Edition,,
491950,Orwell: Keeping an Eye On You,,
492720,Tropico 6,,
493200,RiME,,
493340,Planet Coaster,,
493900,Dungeons 3,,
495910,Dungeon Fighter Online,,
499520,The Turing Test,,
501080,Fishing: Barents Sea,,
501300,What Remains of Edith Finch,,
501590,Bulletstorm: Full Clip Edition,,
502800,SENRAN KAGURA ESTIVAL VERSUS,,
503560,911 Operator,,
503940,Railway Empire,,
504230,Celeste,,
504370,Battlerite,,
506610,Five Nights at Freddy's: Sister Location,,
507490,Ashes of the Singularity: Escalation,,
512250,Oh...Sir!! The Insult Simulator,,
512790,Quern - Undying Thoughts,,
514900,>observer_,,
515220,F1™ 2017,,
517630,Just Cause 4,,
517710,Redout: Enhanced Edition,,
519860,DUSK,,
521890,Hello Neighbor,,
523210,A Normal Lost Phone,,
523780,Emily is Away Too,,
524220,NieR:Automata™,,
525480,.hack//G.U. Last Recode,,
525510,"Guns, Gore and Cannoli 2",,
527230,For The King,,
527270,Atelier Sophie: The Alchemist of the Mysterious Book,,
527430,"Warhammer 40,000: Inquisitor - Martyr",,
530630,Empires Apart,,
532110,Rusty Lake: Roots,,
532840,CAYNE,,
535230,Domina,,
535930,Two Point Hospital,,
537800,Bomber Crew,,
538680,The Legend of Heroes: Trails of Cold Steel,,
543460,Dead Rising 4,,
543900,METAL GEAR SURVIVE,,
544750,SOULCALIBUR VI,,
544920,Darwin Project,,
548430,Deep Rock Galactic,,
551730,Toukiden 2,,
552500,Warhammer: Vermintide 2,,
552590,The Sexy Brutale,,
552620,ATOM RPG: Post-apocalyptic indie game,,
552990,World of Warships,,
553640,ICEY,,
554620,Life is Strange: Before the Storm,,
555220,Detention,,
555880,Sairento VR,,
557600,Gorogoa,,
558420,Stories Untold,,
558990,Opus Magnum,,
559100,Phantom Doctrine,,
559210,Rakuen,,
560130,Pillars of Eternity II: Deadfire,,
567640,Danganronpa V3: Killing Harmony,,
569860,Thimbleweed Park™,,
570460,Laser League,,
571310,SteamWorld Dig 2,,
572410,Steel Division: Normandy 44,,
573100,Battlefleet Gothic: Armada 2,,
577800,NBA 2K18,,
578330,LEGO® City Undercover,,
578620,GORN,,
579180,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,,
579950,Marvel's Guardians of the Galaxy: The Telltale Series,,
581320,Insurgency: Sandstorm,,
582010,MONSTER HUNTER: WORLD,,
582270,Everything,,
582660,Black Desert Online,,
583470,The End Is Nigh,,
583950,Artifact,,
584400,Sonic Mania,,
584980,Late Shift,,
587620,OKAMI HD / 大神 絶景版,,
588430,Fallout Shelter,,
588650,Dead Cells,,
589360,Ni no Kuni™ II: Revenant Kingdom,,
589780,The Red Strings Club,,
590380,Into the Breach,,
593280,Cat Quest,,
594570,Total War: WARHAMMER II,,
594650,Hunt Showdown,,
595140,Immortal Redneck,,
597220,West of Loathing,,
599140,Graveyard Keeper,,
601150,Devil May Cry 5,,
601430,The Evil Within 2,,
606150,Moonlighter,,
606280,Darksiders III,,
607050,Wargroove,,
609320,FAR: Lone Sails,,
611660,Fallout 4 VR,,
611670,The Elder Scrolls V: Skyrim VR,,
612880,Wolfenstein II: The New Colossus,,
613100,House Flipper,,
614570,Dishonored®: Death of the Outsider™,,
617830,SUPERHOT VR,,
619780,The Swords of Ditto,,
620590,Ancestors Legacy,,
620980,Beat Saber,,
624090,Football Manager 2018,,
626690,Sword Art Online: Fatal Bullet,,
627270,Injustice™ 2,,
632360,Risk of Rain 2,,
633230,NARUTO TO BORUTO: SHINOBI STRIKER,,
633460,Tannenberg,,
635320,Last Day of June,,
637090,BATTLETECH,,
638070,Murderous Pursuits,,
638970,Yakuza 0,,
640820,Pathfinder: Kingmaker,,
641990,The Escapists 2,,
644930,They Are Billions,,
646570,Slay the Spire,,
648350,Jurassic World Evolution,,
650000,DOOM VFR,,
653530,Return of the Obra Dinn,,
654880,Dream Daddy: A Dad Dating Simulator,,
666140,My Time At Portia,,
675260,Batman: The Enemy Within - The Telltale Series,,
676820,Subsurface Circular,,
677160,We Were Here Too,,
678950,DRAGON BALL FighterZ,,
684410,Bridge Constructor Portal,,
690790,DiRT Rally 2.0,,
711660,CHUCHEL,,
718670,Cultist Simulator,,
728880,Overcooked! 2,,
736260,Baba Is You,,
737800,F1 2018,,
738520,Breathedge,,
743090,Defiance 2050,,
743450,Monster Prom,,
750920,Shadow of the Tomb Raider,,
751780,Forager,,
760060,Mutant Year Zero: Road to Eden,,
761620,Beholder 2,,
761890,Albion Online,,
785740,This Is the Police 2,,
787860,Farming Simulator 19,,
794260,Outward,,
814380,Sekiro™: Shadows Die Twice,,
815370,Green Hell,,
816020,JUMP FORCE,,
834530,Yakuza Kiwami,,
838310,Bloodstained: Curse of the Moon,,
838380,DEAD OR ALIVE 6,,
841370,NBA 2K19,,
845070,The Awesome Adventures of Captain Spirit,,
847370,Sunset Overdrive,,
863550,HITMAN™ 2,,
868360,Project Hospital,,
872790,Football Manager 2019,,
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,,
893180,Catherine Classic,,
899440,GOD EATER 3,,
942970,Unheard,,
973760,Thronebreaker: The Witcher Tales,,
